"","Muscle_LTDR_rep1","Muscle_LTDR_rep2","Muscle_LTDR_rep3","Muscle_LTAL_rep1","Muscle_LTAL_rep3","Muscle_Young_rep1","Muscle_Young_rep2","Muscle_Young_rep3","Muscle_STDR_rep1","Muscle_STDR_rep2"
"Bcl6b",7.54135259518792,27.7291025961088,13.7206184152678,48.1328112195874,13.0851832230711,37.9994094805004,29.0581929693604,16.0803852285516,8.33368464839945,19.320771163756
"Bcl7a",88.6108929934581,105.034479530715,76.3209399349273,74.7594727453165,83.5438621165309,88.6652887878342,95.9800919290996,101.842439780827,81.484916562128,86.9434702369018
"Bcl7b",155.540397275751,184.020408137813,213.527124087606,130.061000529523,129.84527967509,75.9988189610008,117.113323179544,112.562696599861,157.414043358656,133.488964404132
"Bcl7c",47.1334537199245,45.3748951572689,59.1701669158426,58.3738348833294,85.5569672277726,57.9038620655244,55.4747320324154,62.1774895503996,71.299301991862,69.3791328153055
"Bcl9",47.1334537199245,41.1735159760403,36.8741619910323,61.446141982452,58.3800482260095,54.2848706864291,51.0719755219062,67.5376179599169,45.3722830857304,54.4494460069486
"Bcl9l",147.999044680563,161.332960559178,131.203413595999,177.169709382736,170.107381899924,153.807133611549,138.246554429988,186.532468651199,100.930180741727,150.175084954649
"Bclaf1",1025.62395294556,942.789488267699,946.722670653481,809.040869435617,812.287912386029,893.890870636533,906.967841164887,885.493213252243,1197.27269448672,1060.00776339334
"Bcmo1",0.94266907439849,1.68055167249144,0,3.0723070991226,0,0,4.40275651050916,2.14405136380688,1.85192992186655,0.878216871079816
"Bco2",9.4266907439849,9.24303419870293,1.71507730190848,16.3856378619872,19.1244985567962,36.1899137909528,7.92496171891648,6.43215409142065,25.0010539451984,7.90395183971835
"Bcor",213.985879888457,215.110614078905,150.069263916992,150.543047857007,164.068066566199,294.947797396265,172.588055211959,211.189059334978,229.639310311452,265.221495066105
"Bcorl1",82.9548785470671,78.1456527708521,72.0332466801561,87.0487011418069,103.674913228948,83.2368017191913,81.0107197933685,131.859158874123,62.0396523825293,89.5781208501413
"Bcr",175.336447838119,162.173236395424,168.935114237985,204.82047327484,150.982883343128,115.807724131049,161.140888284635,137.219287283641,144.450533905591,174.765157344883
"Bcs1l",124.432317820601,147.048271343001,181.798194002299,125.964591064027,143.937015453782,148.378646542906,138.246554429988,151.155621148385,105.560005546393,102.751373916339
"Bdh1",41.4774392735336,89.0692386420464,55.7400123120256,40.964094654968,23.1507087792796,457.802409455552,89.8162328143868,128.643081828413,191.674746913187,127.341446306573
"Bdh2",20.7387196367668,26.0485509236174,12.8630797643136,6.1446141982452,25.1638138905214,45.2373922386909,31.6998468756659,21.4405136380688,30.556843710798,34.2504579721128
"Bdkrb1",0,0.840275836245721,0,1.0241023663742,0,0,0,0,0,0.878216871079816
"Bdkrb2",0.94266907439849,1.68055167249144,0.85753865095424,0,5.03276277810427,0,1.76110260420366,0,2.77789488279982,0.878216871079816
"Bdnf",10.3693598183834,10.9235858711944,9.43292516049664,6.1446141982452,4.02621022248342,41.6184008595957,22.8943338546476,11.7922825009379,38.8905283591974,22.8336386480752
