"","chr","start","end","gene","geneLength","Kidney_DRLT_rep1","Kidney_DRLT_rep2","Kidney_DRLT_rep3","Kidney_LTAL_rep1","Kidney_LTAL_rep2","Kidney_LTAL_rep3","Kidney_Young_rep1","Kidney_Young_rep2","Kidney_Young_rep3"
"16298","chr1",3660579,3662579,"Xkr4",457017,1.98056281141868,2.99907372850337,3.01537132140109,2.97201712580052,2.40213460238596,2.82397976170654,1.28656733488281,1.5324127789094,1.44610165603806
"12614","chr1",4349395,4351395,"Rp1",16808,0.186405911662934,0.13632153311379,0.0410254601551169,0.103916682720298,0.100088941766081,0.18025402734297,0.329889060226361,0.0600946187807609,0.0964067770692041
"13920","chr1",4485494,4487494,"Sox17",5486,0.862127341441071,0.740031179760572,0.738458282792105,0.810550125218322,0.900800475894733,0.821157235673532,0.692767026475358,0.600946187807609,1.01227115922664
"9454","chr1",4774807,4776807,"Mrpl15",12529,0.815525863525337,1.34374082640735,1.23076380465351,0.789766788674263,0.967526437072121,1.02143948827683,1.08863389874699,0.901419281711414,1.59071182164187
"8874","chr1",4796973,4798973,"Lypla1",38843,1.28154064268267,1.71375641628764,1.90768389721294,1.57953357734853,1.03425239824951,1.44203221874376,1.31955624090544,2.19345358549777,3.61525414009515
"14572","chr1",4846774,4848774,"Tcea1",40216,2.28347241787094,2.86275219538958,2.31793849876411,2.18225033712625,2.40213460238596,2.28321767967762,2.77106810590143,4.1465286958725,7.80894894260553
"12394","chr1",5059366,5061366,"Rgs20",160710,0.489315518115202,0.42843910407191,0.451280061706286,0.374100057793072,0.633896631185183,0.420592730466931,0.659778120452722,0.450709640855707,0.578440662415224
"2239","chr1",5072253,5074253,"Atp6v1h",79377,1.11843546997761,1.73323092101818,1.10768742418816,0.956033481026739,1.36788220413645,1.36191931770244,1.15461171079226,1.77279125403245,3.95267785983737
"10526","chr1",5577573,5579573,"Oprk1",17641,0.768924385609604,1.14899577910194,0.94358558356769,0.976816817570799,0.500444708830407,0.821157235673532,0.758744838520631,0.751182734759511,0.723050828019031
"12199","chr1",6203742,6205742,"Rb1cc1",61443,2.63298350223895,3.93384995556936,3.17947316202156,2.47321704874309,3.2362091171033,3.10437491535116,3.33187950828625,3.63572443623604,8.29098282795155
"14151","chr1",6476311,6478311,"St18",373710,0.419413301241602,0.564760637185699,0.512818251938962,0.727416779042084,0.70062259236257,0.640903208330561,0.560811402384814,0.480756950246087,0.337423719742214
"10785","chr1",7078000,7080000,"Pcmtd1",84709,4.42714040199469,5.37496330562942,4.22562239597704,2.95123378925646,4.17037257358673,3.68519344790073,4.48649121907851,6.79069192222598,13.689762343827
"13861","chr1",9288811,9290811,"Sntg1",937070,0.815525863525337,1.24636830275465,1.21025107457595,1.18465018301139,0.667259611773876,1.14160883983881,0.758744838520631,0.871371972321033,0.337423719742214
"1428","chr1",9537126,9539126,"Adhfe1",29923,1.39804433747201,1.73323092101818,1.35384018511886,1.60031691389259,1.20106730119298,1.74245559764871,1.28656733488281,2.01316972915549,4.09728802544117
"526","chr1",9590347,9592347,"3110035E14Rik",25876,0.396112562283735,0.350541085149744,0.410254601551169,0.270183375072774,0.567170670007795,0.560790307289241,0.494833590339542,0.270425784513424,0.048203388534602
"9676","chr1",9689290,9691290,"Mybl1",31375,2.72618645807041,4.08964599341369,3.89741871473611,2.59791706800744,2.63567546650681,3.16445959113215,2.54014576374298,3.48548788928413,6.41105067510207
"15905","chr1",9737463,9739463,"Vcpip1",25186,2.37667537370241,3.27171679473095,2.72819310031528,2.07833365440595,3.00266825298244,2.38335880597928,2.54014576374298,4.26671793343402,8.62840654769377
"13202","chr1",9787210,9789210,"Sgk3",104439,0.862127341441071,1.55796037844331,1.23076380465351,1.12230017337922,0.733985572951264,0.941326587235512,0.923689368633811,1.3821762319575,2.2655592611263
"879","chr1",9897718,9899718,"6030422M02Rik",32317,0.535916996030936,0.701082170299489,0.574356442171637,0.810550125218322,0.600533650596489,0.560790307289241,0.560811402384814,0.270425784513424,0.723050828019031
"11505","chr1",9998201,10000201,"Ppp1r42",40495,0.396112562283735,0.389490094610827,0.574356442171637,0.436450067425251,0.366992786475632,0.480677406247921,0.59380030840745,0.540851569026848,0.771254216553633
"3896","chr1",10026979,10028979,"Cops5",13068,0.932029558314671,0.85687820814382,0.882047393335014,0.810550125218322,0.867437495306039,0.801129010413202,1.08863389874699,1.2319396850056,2.50657620379931
"4103","chr1",10027298,10029298,"Cspp1",98551,0.908728819356805,0.993199741257609,1.06666196403304,0.976816817570799,0.900800475894733,0.861213686194192,1.25357842886017,1.3821762319575,2.84399992354152
"1920","chr1",10221751,10223751,"Arfgef1",95164,2.26017167891308,3.33014030892257,2.99485859132354,2.20303367367031,1.83496393237816,2.32327413019829,1.78140092522235,2.07326434793625,4.8203388534602
"3945","chr1",10709024,10711024,"Cpa6",395217,0.535916996030936,0.525811627724617,0.512818251938962,0.498800077057429,0.667259611773876,0.460649180987591,0.395866872271633,0.510804259636468,0.48203388534602
"11596","chr1",10982545,10984545,"Prex2",310218,1.09513473101974,1.48006235952114,1.16922561442083,1.16386684646733,0.800711534128652,1.38194754296277,1.28656733488281,1.20189237561522,1.97633892991868
"1053","chr1",11403185,11405185,"A830018L16Rik",187717,0.72232290769387,0.954250731796527,1.29230199488618,0.93525014448268,1.16770432060428,1.06149593879749,0.989667180679083,0.901419281711414,1.10867793629585
"14303","chr1",12681510,12683510,"Sulf1",167943,0.419413301241602,0.623184151377324,0.553843712094079,0.519583413601489,0.533807689419101,0.440620955727261,0.527822496362178,0.570898878417229,0.723050828019031
"13713","chr1",12980216,12982216,"Slco5a1",124586,1.28154064268267,1.34374082640735,1.47691656558421,1.39248354845199,1.16770432060428,1.58222979556607,0.758744838520631,1.14179775683446,1.54250843310727
"11574","chr1",13116244,13118244,"Prdm14",13736,0.792225124567471,1.05162325544923,1.04614923395548,1.05995016374704,1.03425239824951,1.24174996614046,0.626789214430086,0.781230044149892,0.915864382157439
"9876","chr1",13363164,13365164,"Ncoa2",234925,3.00579532556482,4.24544203125802,3.44613865302982,3.07593380852081,2.46886056356334,3.16445959113215,2.90302372999198,3.09487286720919,6.45925406363667
"15254","chr1",13578945,13580945,"Tram1",25163,1.37474359851414,1.94745047305414,1.86665843705782,1.9536336351416,1.40124518472514,1.72242737238838,1.64944530113181,2.13335896671701,3.66345752862976
"8454","chr1",13649590,13651590,"Lactb2",34611,2.14366798412374,2.62905813862308,2.54357852961725,2.20303367367031,1.70151201002338,2.54358460806192,2.21025670351662,3.75591367379756,5.78440662415225
"16303","chr1",13657851,13659851,"Xkr9",32953,0.489315518115202,0.370015589880286,0.26666549100826,0.207833365440595,0.366992786475632,0.260366928384291,0.692767026475358,0.420662331465326,0.337423719742214
"5472","chr1",14299280,14301280,"Eya1",141242,0.489315518115202,0.486862618263534,0.410254601551169,0.415666730881191,0.43371874765302,0.340479829425611,0.461844684316906,0.480756950246087,0.674847439484428
"15383","chr1",14907943,14909943,"Trpa1",46215,0.559217734988803,0.623184151377324,0.635894632404313,0.581933423233667,0.70062259236257,0.400564505206601,0.725755932497994,0.600946187807609,0.48203388534602
"14656","chr1",15794738,15796738,"Terf1",37772,1.49124729330347,1.83060344467089,2.07178573783341,1.745800269701,1.36788220413645,1.62228624608673,1.71542311317708,2.67421053574386,4.33830496811418
"6459","chr1",15881803,15883803,"Gm106",38861,0.745623646651737,1.24636830275465,1.579480215972,1.16386684646733,1.13434134001559,1.38194754296277,0.890700462611175,1.14179775683446,1.15688132483045
"631","chr1",16082122,16084122,"4930444P10Rik",27063,0.838826602483204,1.49953686425168,1.53845475581689,1.30935020227575,0.934163456483427,1.56220157030574,0.626789214430086,1.62255470708054,2.3137626496609
"12673","chr1",16093514,16095514,"Rpl7",3139,3.07569754243842,4.0506969839526,3.05639678155621,2.76418376035992,3.26957209769199,2.96417733852885,2.77106810590143,4.17657600526288,8.33918621648615
"12287","chr1",16094962,16096962,"Rdh10",26669,3.61161453846935,5.04389672521021,5.06664432915694,3.99040061645943,3.83674276769979,4.36615310675195,2.83704591794671,5.10804259636468,9.4960675413166
"14207","chr1",16508383,16510383,"Stau2",290493,1.63105172705067,2.0253484919763,2.27691303860899,1.60031691389259,1.36788220413645,1.92270962499168,1.15461171079226,1.47231816012864,3.61525414009515
"15661","chr1",16608367,16610367,"Ube2w",49881,1.81745763871361,2.37588957712605,2.39998941907434,1.8497169524213,1.86832691296685,1.96276607551234,2.24324560953926,3.00473093903805,5.10955918466782
"14581","chr1",16645946,16647946,"Tceb1",14101,2.19026946203948,2.80432868119796,2.03076027767829,1.47561689462823,1.86832691296685,1.88265317447102,3.23291279021834,3.9962921489206,8.33918621648615
"15038","chr1",16654271,16656271,"Tmem70",13085,1.09513473101974,1.3632153311379,0.923072853490131,0.893683471394561,0.934163456483427,1.06149593879749,0.857711556588539,1.29203430378636,2.3137626496609
"8860","chr1",16677536,16679536,"Ly96",21150,0.815525863525337,0.681607665568948,0.53333098201652,0.561150086689608,0.600533650596489,0.841185460933862,0.824722650565903,0.781230044149892,1.10867793629585
"8053","chr1",17086970,17088970,"Jph1",102950,2.84269015285975,3.99227346976098,4.28716058620972,3.74100057793072,2.40213460238596,3.42482651951644,2.34221232760716,3.51553519867451,6.50745745217128
"6286","chr1",17134453,17136453,"Gdap1",18898,0.326210345410135,0.331066580419203,0.594869172249196,0.436450067425251,0.533807689419101,0.420592730466931,0.428855778294269,0.600946187807609,0.337423719742214
"11046","chr1",17590981,17592981,"Pi15",29039,0.396112562283735,0.331066580419203,0.369229141396052,0.270183375072774,0.266903844709551,0.12016935156198,0.494833590339542,0.480756950246087,0.433830496811418
"4027","chr1",17716497,17718497,"Crispld1",38791,0.72232290769387,0.759505684491113,0.820509203102339,0.852116798306441,0.733985572951264,0.801129010413202,0.791733744543267,0.570898878417229,0.915864382157439
"4026","chr1",18126132,18128132,"Crisp4",21861,0.139804433747201,0.0778980189221654,0.123076380465351,0.0623500096321786,0.200177883532163,0.0400564505206601,0.362877966248997,0.120189237561522,0.048203388534602
"14687","chr1",19092102,19094102,"Tfap2d",63311,0.442714040199469,0.272643066227579,0.123076380465351,0.270183375072774,0.300266825298244,0.300423378904951,0.131955624090544,0.150236546951902,0.289220331207612
"14685","chr1",19201134,19203134,"Tfap2b",26681,0.489315518115202,0.778980189221654,0.594869172249196,0.353316721249012,0.233540864120857,0.460649180987591,0.626789214430086,0.69108811597875,1.25328810189965
"655","chr1",20345534,20347534,"4930486I03Rik",35847,0.349511084368002,0.370015589880286,0.0410254601551169,0.270183375072774,0.266903844709551,0.400564505206601,0.329889060226361,0.300473093903805,0.530237273880622
"11144","chr1",20607138,20609138,"Pkhd1",560279,1.18833768685121,1.11004676964086,0.779483742947222,0.852116798306441,0.800711534128652,0.721016109371882,1.22058952283754,0.991561209882555,2.79579653500692
"7768","chr1",20719985,20721985,"Il17a",3592,0.419413301241602,0.42843910407191,0.389741871473611,0.374100057793072,0.366992786475632,0.400564505206601,0.428855778294269,0.420662331465326,0.433830496811418
"7771","chr1",20773351,20775351,"Il17f",7122,0.279608867494401,0.214219552035955,0.307690951163377,0.187050028896536,0.166814902943469,0.340479829425611,0.362877966248997,0.510804259636468,0.192813554138408
"9084","chr1",20809294,20811294,"Mcm3",17200,1.42134507642987,1.61638389263493,1.64101840620468,0.852116798306441,1.36788220413645,1.24174996614046,1.97933436135817,2.58406860757272,4.91674563052941
"10695","chr1",20879702,20881702,"Paqr8",48135,1.21163842580907,2.29799155820388,1.88717116713538,1.70423359661288,1.90168989355555,2.30324590493795,1.45151186499599,2.43383206062082,3.71166091716436
"5121","chr1",20940706,20942706,"Efhc1",39216,1.35144285955627,1.75270542574872,1.94870935736805,1.39248354845199,1.634786048846,1.68237092186772,1.02265608670172,1.77279125403245,3.80806769423356
"15255","chr1",21068290,21070290,"Tram2",77832,2.88929163077548,3.44698733730582,3.81536779442588,2.9304504527124,2.53558652474073,3.08434669009083,2.83704591794671,3.93619753013984,8.67660993622837
"14921","chr1",21207711,21209711,"Tmem14a",11537,1.37474359851414,1.05162325544923,1.3333274550413,0.852116798306441,1.16770432060428,1.06149593879749,1.08863389874699,1.26198699439598,2.02454231845329
"7144","chr1",21229669,21231669,"Gsta3",24971,0.955330297272538,0.993199741257609,0.676920092559429,0.47801674051337,0.43371874765302,0.560790307289241,0.890700462611175,0.901419281711414,1.73532198724567
"8194","chr1",21338757,21340757,"Khdc1a",2523,0.116503694789334,0.175270542574872,0.184614570698026,0.166266692352476,0.366992786475632,0.260366928384291,0.164944530113181,0.150236546951902,0.0964067770692041
"8195","chr1",21372636,21374636,"Khdc1b",2829,0.326210345410135,0.272643066227579,0.205127300775585,0.290966711616834,0.333629805886938,0.340479829425611,0.263911248181089,0.300473093903805,0.24101694267301
"8144","chr1",21951023,21953023,"Kcnq5",563540,1.42134507642987,1.73323092101818,2.07178573783341,2.20303367367031,1.73487499061208,1.90268139973135,1.02265608670172,1.11175044744408,1.06047454776124
"10457","chr1",23389014,23391014,"Ogfrl1",16752,3.16890049826988,4.51808509748559,3.65126595380541,3.34611718359359,3.03603123357114,3.50493942055776,3.5628018504447,4.86766412124163,9.78528787252421
"2310","chr1",23767764,23769764,"B3gat2",85933,2.53978054640748,3.42751283257528,2.83075675070307,2.59791706800744,2.00177883532163,2.90409266274786,2.11128998544871,3.18501479538033,4.8203388534602
"13749","chr1",23928128,23930128,"Smap1",76663,1.86405911662934,2.3564150723955,2.4205021491519,1.89128362550942,1.40124518472514,2.08293542707432,1.35254514692808,2.10331165732663,4.57932191078719
"62","chr1",24011479,24013479,"1110058L19Rik",9702,0.815525863525337,1.11004676964086,0.923072853490131,1.10151683683516,0.733985572951264,0.921298361975182,1.05564499272436,1.50236546951902,2.4583728152647
"5571","chr1",24106180,24108180,"Fam135a",89584,2.09706650620801,2.8238031859285,2.62562944992748,2.6187004045515,2.23531969944249,2.30324590493795,2.21025670351662,3.57562981745527,6.02542356682526
"3868","chr1",24183448,24185448,"Col9a1",75129,0.326210345410135,0.564760637185699,0.697432822636988,0.45723340396931,0.70062259236257,0.580818532549571,0.494833590339542,0.360567712684565,0.578440662415224
"3837","chr1",24593276,24595276,"Col19a1",329755,0.675721429778137,0.954250731796527,1.06666196403304,1.33013353881981,0.70062259236257,1.34189109244211,0.461844684316906,1.0817031380537,0.674847439484428
"8656","chr1",24684382,24686382,"Lmbrd1",137764,1.86405911662934,2.74590516700633,2.54357852961725,1.80815027933318,2.06850479649902,2.42341525649994,2.17726779749398,3.54558250806489,5.44698290441003
"2444","chr1",25885552,25887552,"Bai3",762232,0.885428080398938,0.954250731796527,1.39486564527398,1.20543351955545,0.467081728241713,1.18166529035947,0.791733744543267,0.600946187807609,0.819457605088235
"11017","chr1",30919101,30921101,"Phf3",60915,0.116503694789334,0.116847028383248,0.123076380465351,0.103916682720298,0.166814902943469,0.10014112630165,0.362877966248997,0.0901419281711414,0.048203388534602
"11900","chr1",31005600,31007600,"Ptp4a1",9453,3.16890049826988,4.07017148868314,3.71280414403808,3.22141716432923,2.93594229180506,3.00423378904951,3.33187950828625,5.58879954661076,8.77301671329757
